class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
jumping,0.365009904,0.232912585,-0.583189249,0.999383211,0.381282628,0.198352411,-0.540471733,0.999184668,0.391736269,0.201879993,-0.540388942,0.999134302,0.401269495,0.205538511,-0.540324152,0.999123096,0.343449831,0.187648073,-0.575395823,0.99921906,0.329332948,0.184829205,-0.575571299,0.999162018,0.315983564,0.183158964,-0.575733364,0.999086738,0.397205919,0.22218141,-0.29176268,0.999224961,0.283186018,0.201151326,-0.462785572,0.99934119,0.375524253,0.275194168,-0.488544554,0.999626994,0.336227,0.26809901,-0.537302434,0.999588072,0.393323451,0.400509059,-0.027708644,0.998437285,0.206145763,0.383615762,-0.407313675,0.999303758,0.427263349,0.609504759,0.450863034,0.80157733,0.1119323,0.606382549,-0.330857456,0.886471093,0.458217561,0.630988479,0.734117031,0.8245489,0.179105729,0.825247765,-0.228287667,0.833751559,0.462474525,0.639758229,0.790776134,0.779113472,0.190135941,0.915480018,-0.223510265,0.776478708,0.48033604,0.616823256,0.761312485,0.784745872,0.234157249,0.898350894,-0.2367585,0.784929812,0.464599282,0.62068218,0.730263233,0.785719216,0.234265924,0.871429384,-0.224156931,0.789234757,0.371231228,0.848853648,0.103643954,0.987662196,0.262720525,0.878622949,-0.103383183,0.987712562,0.392434031,0.996637642,0.366748333,0.724314332,0.28509149,1.149723887,0.088361174,0.674773335,0.376805305,1.288007617,0.875444293,0.279222548,0.295792639,1.379954576,0.50312674,0.287627965,0.354513824,1.318276048,0.920368016,0.265156716,0.276235044,1.402642131,0.541240335,0.243873745,0.428937376,1.406322241,0.831386268,0.204487696,0.371542573,1.511460662,0.339206845,0.184918821
jumping,0.391342878,0.326560855,-0.434910238,0.999347091,0.393758744,0.288232863,-0.410866559,0.999091148,0.39921549,0.286670804,-0.410909176,0.998990476,0.404550016,0.285143077,-0.410939157,0.998918891,0.369385839,0.28845945,-0.446465671,0.999234021,0.357242197,0.286706299,-0.446718603,0.999196172,0.344560444,0.284960896,-0.446952969,0.999138594,0.390736848,0.295938134,-0.24673979,0.998978257,0.308077514,0.296520352,-0.434025705,0.999386132,0.393285573,0.35883072,-0.371777177,0.999547958,0.367628396,0.363044351,-0.419823706,0.999610245,0.393609077,0.446832329,-0.055256672,0.997430146,0.219949514,0.534302473,-0.359242678,0.999348283,0.41649121,0.645038903,0.319806874,0.749437392,0.145913333,0.77817446,-0.312678158,0.897205055,0.457349241,0.770020843,0.555874467,0.777526259,0.231980234,0.975816905,-0.274985015,0.842963934,0.459754884,0.802007437,0.61784637,0.732660294,0.236881182,1.04085958,-0.283866137,0.785367787,0.473801613,0.804239511,0.681164384,0.738651514,0.269029677,1.022815347,-0.303771585,0.793869495,0.458173573,0.797300458,0.557936966,0.74055934,0.267270833,0.988652468,-0.277057648,0.79856497,0.386777699,0.926260531,0.093367383,0.975446939,0.301097542,0.954986334,-0.093154855,0.985070646,0.419080317,1.196071386,0.278790295,0.693972588,0.324616611,1.269904733,0.057848196,0.677875757,0.406275511,1.441673756,0.561476171,0.26663515,0.327519715,1.520823598,0.230325818,0.29111284,0.387821376,1.478878736,0.574371994,0.256958872,0.301723063,1.55617106,0.243520617,0.249146864,0.462634712,1.540405869,0.506296873,0.20425193,0.407055914,1.621445537,0.075008109,0.188197732
jumping,0.401791483,0.37515825,-0.50757283,0.999408305,0.401695877,0.340555787,-0.479582489,0.999174595,0.40555492,0.340429366,-0.479542553,0.999080896,0.409119278,0.340288788,-0.479420841,0.999010921,0.381952077,0.34065941,-0.516224384,0.999307871,0.371266782,0.340338439,-0.516606748,0.999274611,0.35978061,0.340150923,-0.516785026,0.999222994,0.395648569,0.346700758,-0.277291834,0.999064803,0.330642015,0.352854311,-0.440380156,0.999446571,0.403206676,0.407935679,-0.426378429,0.999581218,0.381197929,0.409252793,-0.473612845,0.999647319,0.393638462,0.489002049,-0.050361395,0.997446775,0.249766514,0.575183213,-0.422225714,0.999405742,0.40403074,0.673848212,0.306657404,0.730997205,0.187511057,0.814626515,-0.43329215,0.907147348,0.448265791,0.807494819,0.510768473,0.783778846,0.273349226,1.01163435,-0.438248217,0.856330335,0.4626728,0.854160666,0.539648056,0.735331833,0.276766598,1.082476139,-0.458775818,0.801472068,0.465147644,0.854281068,0.508713722,0.741455019,0.309945285,1.060313821,-0.485295773,0.809837759,0.450172514,0.838952959,0.5000633,0.743232906,0.310153425,1.028382301,-0.442982376,0.814263642,0.397632539,0.95304656,0.097155958,0.963264406,0.328332812,0.986836612,-0.096899606,0.979936481,0.428098142,1.277208805,0.264381707,0.636651576,0.338298231,1.32276547,0.051739126,0.636695147,0.436985344,1.539509416,0.496332407,0.243298247,0.346726567,1.585594058,0.199470192,0.272048682,0.425225198,1.58167398,0.509901404,0.235420123,0.322199821,1.631153226,0.212385982,0.240593806,0.491923958,1.623687983,0.422446549,0.194347426,0.42612642,1.660829306,0.047592144,0.18158716
jumping,0.41095686,0.380017221,-0.580928922,0.999459267,0.415552229,0.339422047,-0.566028714,0.99924314,0.418409735,0.337853372,-0.56591934,0.999156058,0.420795113,0.336265296,-0.565906584,0.999084413,0.397252262,0.340108067,-0.601600707,0.99937129,0.386761934,0.338709474,-0.601863921,0.999342799,0.375398159,0.336773336,-0.601994753,0.999296248,0.400266886,0.334446907,-0.391912371,0.999138713,0.341688424,0.338376701,-0.553500473,0.999500155,0.406186491,0.40796417,-0.505331635,0.999610722,0.38728267,0.409289658,-0.551364779,0.99968034,0.393571794,0.458368361,-0.15486531,0.99763447,0.262607545,0.553412139,-0.488389105,0.999459445,0.404070616,0.633422136,0.204304889,0.739310682,0.200491637,0.809035659,-0.468251884,0.916230261,0.445952177,0.77430284,0.362410605,0.800895631,0.299207449,0.984403849,-0.437433332,0.869208753,0.460736334,0.81881851,0.372574747,0.753529429,0.31240803,1.04073894,-0.456224978,0.817752719,0.459161371,0.824323297,0.33591944,0.759070158,0.3414509,1.024052501,-0.485042721,0.825617731,0.447908938,0.811095297,0.351290554,0.760504484,0.33859694,0.997339129,-0.441670895,0.829645395,0.402043879,0.918408632,0.0955709,0.960158825,0.335975766,0.956418753,-0.095405176,0.978524625,0.43681249,1.22480762,0.288816601,0.598390698,0.342780441,1.280638337,0.0593023,0.623637497,0.450538874,1.489498615,0.522965789,0.228196278,0.357765853,1.552156687,0.226115435,0.270169944,0.439642042,1.530969977,0.540371597,0.222740412,0.336021751,1.595187545,0.239610866,0.249003947,0.507306695,1.5724051,0.442032099,0.197647944,0.435924828,1.630898237,0.066524401,0.183189809
jumping,0.439022779,0.321742028,-0.536800742,0.999501765,0.440176636,0.287655324,-0.536121666,0.999302566,0.441120803,0.287047267,-0.535792232,0.999221504,0.441629559,0.286523283,-0.535743237,0.999152958,0.427475363,0.289515436,-0.566123843,0.999425709,0.419239044,0.291017145,-0.566308677,0.999400795,0.410011768,0.293837577,-0.566560686,0.999359369,0.412571758,0.292182177,-0.351053983,0.999208272,0.368811548,0.316600978,-0.549227834,0.999547541,0.426916122,0.352973521,-0.481204838,0.999641061,0.410963953,0.353571147,-0.517746568,0.999710083,0.397146165,0.452097148,-0.155440897,0.997821331,0.276286781,0.495182842,-0.503586471,0.999510646,0.409386784,0.606808841,0.152990401,0.722194254,0.207498312,0.737312257,-0.470190585,0.924410284,0.449410588,0.713352442,0.23850961,0.80306834,0.293058336,0.923887253,-0.410191119,0.880612671,0.468132883,0.75418663,0.230541065,0.755739152,0.310241312,0.985878944,-0.432418108,0.832428277,0.462512434,0.756249785,0.198431894,0.760714591,0.336301237,0.969720542,-0.459861934,0.839565575,0.450523376,0.745720506,0.227187425,0.761787355,0.33110255,0.94493252,-0.415587425,0.842971683,0.414155304,0.875554323,0.122604594,0.960502863,0.362142354,0.908644855,-0.122560248,0.979631364,0.428937256,1.020205855,0.44671908,0.554413617,0.376635253,1.080412507,0.15665333,0.62696588,0.45342055,1.30929637,0.793490827,0.212356344,0.393308342,1.518769741,0.453829855,0.269803584,0.43822822,1.353734732,0.824354172,0.215039164,0.368949115,1.567864299,0.482306004,0.259637177,0.531345963,1.346934676,0.783523381,0.193726987,0.48130542,1.497166753,0.364919782,0.181710497
jumping,0.433924049,0.219717428,-0.479097515,0.999516487,0.436368316,0.182752058,-0.464725822,0.999316633,0.439546496,0.183464497,-0.464600146,0.999221504,0.442524254,0.184201047,-0.464707851,0.999143064,0.419075668,0.180405512,-0.510814548,0.999464214,0.409294754,0.179752827,-0.510892987,0.999444425,0.398440033,0.179699376,-0.511108279,0.999410868,0.421371847,0.193132386,-0.297860682,0.999211848,0.359594762,0.197692767,-0.499201119,0.999587059,0.428020775,0.252508283,-0.411451668,0.999631941,0.407296509,0.253798753,-0.470407546,0.999730051,0.404145658,0.364614666,-0.082767144,0.997467577,0.290014446,0.369198203,-0.466645479,0.99954921,0.456160784,0.533732176,0.297401011,0.683371842,0.212137178,0.624088347,-0.460536808,0.931616306,0.489223152,0.640746474,0.499095142,0.786356807,0.279848367,0.877074957,-0.415214449,0.889557779,0.50302279,0.672006488,0.522101164,0.737320125,0.289682209,0.955406845,-0.433316171,0.843154132,0.504191041,0.660564423,0.479006916,0.742387712,0.316000432,0.94178158,-0.46394816,0.849924505,0.491236776,0.659604728,0.485387892,0.744436502,0.31453231,0.91361922,-0.421264082,0.852916837,0.414785087,0.850466788,0.108944871,0.953226686,0.352461576,0.857377052,-0.108653225,0.977622867,0.424077988,0.997386336,0.328711748,0.544313669,0.353775203,1.037342191,0.069920652,0.637140334,0.445992947,1.338538289,0.595044672,0.202752143,0.387719452,1.446491957,0.257433355,0.27001664,0.423178107,1.382408738,0.610017836,0.205949739,0.347843021,1.489113688,0.272077858,0.260182947,0.523483872,1.401877046,0.523879588,0.193004593,0.450159401,1.50568819,0.097283199,0.18139945
jumping,0.441771418,0.100999139,-0.50049293,0.999542713,0.438859761,0.064162701,-0.474244982,0.999347031,0.442023665,0.06387537,-0.474082857,0.999246895,0.445110381,0.062657647,-0.47419247,0.999152482,0.421135604,0.065315947,-0.529271722,0.999504924,0.410789162,0.066632159,-0.529152989,0.999489188,0.399128705,0.067508422,-0.529304743,0.999460578,0.425853014,0.080669954,-0.292901367,0.999236703,0.362025529,0.089070626,-0.514298141,0.999625742,0.440949917,0.1407132,-0.420438588,0.999627769,0.41852361,0.141207561,-0.49250406,0.999749601,0.42806688,0.255791128,-0.041920166,0.997245729,0.30069688,0.270111561,-0.525223374,0.999584675,0.46638608,0.421916306,0.412964821,0.628846228,0.209979087,0.503382862,-0.548326135,0.937982321,0.500490427,0.462874949,0.676601648,0.761965275,0.263845891,0.710095704,-0.519095302,0.898042917,0.513856709,0.471907914,0.713705838,0.716630757,0.272515804,0.788072348,-0.548164725,0.853848219,0.51213485,0.454253286,0.673606932,0.722059011,0.300038725,0.779319644,-0.580652535,0.860116124,0.499699295,0.451260149,0.664018869,0.724562109,0.298778892,0.75045979,-0.527246177,0.862291515,0.411654085,0.754621625,0.128303096,0.955433846,0.344514787,0.758716822,-0.127880931,0.978938639,0.419753462,0.939948201,0.465660185,0.542538345,0.329717875,0.972115219,0.112147368,0.656202435,0.385596335,1.203994274,0.861560464,0.202266514,0.318628252,1.284977794,0.474655956,0.273886353,0.363946259,1.244166255,0.894306779,0.210359275,0.289151579,1.320436239,0.509785056,0.26124537,0.447959989,1.27897501,0.822071671,0.195742235,0.387499154,1.376956701,0.348656297,0.182485193
jumping,0.449410141,0.04711492,-0.347900689,0.999516547,0.441457123,0.014309486,-0.327219158,0.99932313,0.445050895,0.014352648,-0.327208847,0.999206305,0.448153555,0.013481745,-0.327335119,0.999098778,0.422396243,0.018425979,-0.367327213,0.999514759,0.411001116,0.022409754,-0.367224753,0.99950242,0.398880899,0.026115237,-0.367369622,0.999486744,0.430608839,0.035472352,-0.177900091,0.999220908,0.369313896,0.052299302,-0.358323157,0.999654412,0.453143746,0.084505104,-0.284990877,0.999588788,0.43091768,0.086505093,-0.336239368,0.999758601,0.437558502,0.179400787,0.020732043,0.99705416,0.327083349,0.220969915,-0.396284759,0.999616802,0.450164229,0.343981087,0.383054316,0.579533279,0.213547394,0.416088492,-0.408575147,0.943805039,0.487683058,0.404896438,0.60223031,0.715714097,0.256655872,0.617048919,-0.344744027,0.906256497,0.497609705,0.42228958,0.627624393,0.675600827,0.267186701,0.69338125,-0.355826348,0.864415228,0.508889318,0.406496048,0.597036839,0.68046391,0.298336655,0.686573029,-0.373254925,0.87016511,0.495682091,0.401553959,0.592328429,0.683475137,0.291973084,0.661002338,-0.346475601,0.872004807,0.41885215,0.685846269,0.12277104,0.956615686,0.353457302,0.706057966,-0.122316062,0.980015814,0.419789255,0.900238395,0.388968736,0.538148284,0.350199163,0.930075467,0.102563955,0.67313689,0.387749583,1.135368586,0.771617532,0.199044481,0.3363204,1.20323503,0.386410773,0.277851403,0.371706754,1.171560764,0.843070984,0.207925007,0.307039857,1.238002539,0.41638574,0.268506169,0.448778152,1.203751206,0.678498626,0.194256529,0.411823124,1.285676479,0.303355485,0.186683536
jumping,0.475964397,0.059551153,-0.393722773,0.999481201,0.468164772,0.022561366,-0.370502412,0.999280334,0.471062183,0.022436248,-0.370492935,0.999163747,0.473890215,0.022173382,-0.370614588,0.999029815,0.450059563,0.023466827,-0.407964885,0.999498069,0.438385427,0.024862619,-0.407866061,0.999496639,0.424801052,0.027144684,-0.407923758,0.999488115,0.450338781,0.033041917,-0.210544735,0.999176025,0.387903214,0.05046491,-0.377876401,0.999674618,0.480096489,0.09730567,-0.326009929,0.999535561,0.456177652,0.09531673,-0.37287429,0.999757171,0.432362854,0.172926635,0.003372341,0.996636569,0.369370401,0.222925037,-0.39650926,0.99964267,0.390311867,0.347216219,0.278138101,0.524044096,0.22424674,0.39999038,-0.370882511,0.948454916,0.440216541,0.453009069,0.404860109,0.64641118,0.256487548,0.599410176,-0.254040092,0.906241179,0.449393362,0.482023299,0.418962777,0.611400664,0.263246357,0.65718925,-0.257052243,0.861673594,0.458426714,0.475486159,0.41176191,0.615771413,0.293459594,0.656911314,-0.262507498,0.867148042,0.449375093,0.472340852,0.399603426,0.618899763,0.290738195,0.633793116,-0.250703245,0.870231688,0.425763845,0.647148013,0.137606591,0.953483284,0.400223583,0.692777693,-0.137382179,0.980543733,0.431489766,0.883854866,0.390954673,0.512823045,0.410182178,0.931332231,0.097195216,0.69054234,0.422568381,1.096707106,0.678957522,0.201054037,0.41729784,1.192634344,0.311630011,0.303831249,0.401799917,1.144495368,0.701238155,0.21874173,0.389095008,1.2329458,0.334932238,0.303817302,0.51115942,1.139176846,0.64300561,0.193911672,0.519665718,1.253074169,0.297715843,0.200351611
jumping,0.49845162,0.067593239,-0.283395112,0.9994573,0.478488982,0.03612471,-0.263492078,0.99925667,0.479117632,0.036790676,-0.263500661,0.999150097,0.479592383,0.037611783,-0.263635516,0.999018312,0.461200774,0.039261501,-0.315686494,0.999507427,0.450592428,0.042299092,-0.315644681,0.999512255,0.439151853,0.045669146,-0.315850377,0.999510825,0.455053508,0.059943214,-0.135229766,0.999213815,0.407909214,0.072444782,-0.365903407,0.999699891,0.500375926,0.102211021,-0.227947623,0.999541759,0.484271049,0.102424473,-0.294631928,0.999771476,0.452163696,0.213693649,0.032585979,0.996510148,0.385493755,0.258709997,-0.397565305,0.999671459,0.422654539,0.371177882,0.349740028,0.479416251,0.255742967,0.477699161,-0.389214605,0.952703536,0.456656128,0.427621186,0.59328115,0.592134833,0.309854329,0.665376961,-0.311865479,0.909974277,0.454097599,0.442423463,0.625149846,0.562388778,0.322241366,0.739790618,-0.330663264,0.865749359,0.46104002,0.430860043,0.612117529,0.566233635,0.34394753,0.728411078,-0.325561762,0.870339811,0.460142612,0.432386816,0.591658652,0.570051789,0.344629765,0.705718398,-0.307500094,0.871672153,0.440089792,0.699226737,0.147264585,0.955711961,0.416960001,0.727154374,-0.146750897,0.981991947,0.452572763,0.906873345,0.407998502,0.486570835,0.437585741,0.962648153,0.095349096,0.711322188,0.44487986,1.143966198,0.693891883,0.200825572,0.430657804,1.229389668,0.319807917,0.331509858,0.424322844,1.186234713,0.717765272,0.225371107,0.402487934,1.265641809,0.354366153,0.332042038,0.522865713,1.190454364,0.673487723,0.20008406,0.531557202,1.297037959,0.3004843,0.217096686
jumping,0.524278343,0.133324996,-0.312386185,0.999490321,0.509497285,0.086663961,-0.294827491,0.999296784,0.510642588,0.08493156,-0.294813097,0.999197662,0.511913419,0.083469488,-0.294903934,0.999068916,0.497305334,0.090703316,-0.345510244,0.999543309,0.48834458,0.093129605,-0.345602632,0.999551475,0.479767412,0.096271232,-0.34584704,0.999552369,0.493074805,0.103607349,-0.165617377,0.99927038,0.453672737,0.125223473,-0.386997402,0.999728203,0.527921319,0.175922945,-0.256744772,0.99957186,0.513627887,0.173840061,-0.322618008,0.999791503,0.496399552,0.300555646,0.022033071,0.996603906,0.413868845,0.340403646,-0.436453909,0.999702275,0.480827332,0.465327084,0.385721177,0.443707973,0.296891958,0.550012827,-0.4659172,0.957140326,0.498871237,0.502906263,0.662198186,0.555761635,0.367628157,0.822077215,-0.435168266,0.916921496,0.493364811,0.503561616,0.703487217,0.528777242,0.40040499,0.914991915,-0.461059868,0.874458611,0.500901461,0.488916755,0.689225495,0.531880379,0.426302582,0.895977378,-0.472013772,0.878367424,0.499279886,0.498864025,0.661743462,0.536361277,0.424938351,0.871089339,-0.434498221,0.878590941,0.475333601,0.788267255,0.142295748,0.958413005,0.437480271,0.798264921,-0.141838074,0.983420134,0.500376642,0.942684293,0.38624081,0.465675861,0.470820576,0.996217906,0.089737281,0.726885676,0.498733997,1.237629771,0.676590145,0.200599208,0.459759653,1.314552069,0.332495123,0.350087523,0.478985786,1.283111215,0.695832431,0.231594086,0.431255907,1.349001765,0.361838311,0.349940151,0.577810168,1.283657908,0.663604856,0.210182488,0.564756513,1.394816756,0.289758444,0.232034907
jumping,0.572610915,0.258589238,-0.21631071,0.999522865,0.558986545,0.221166313,-0.195833534,0.999340415,0.559695423,0.220640704,-0.195973948,0.99925369,0.560294449,0.22014685,-0.196092442,0.999132693,0.547369123,0.220845923,-0.249197841,0.999568522,0.539632201,0.22083284,-0.249397755,0.999580801,0.530347764,0.221284285,-0.249588415,0.999581933,0.535475373,0.232835427,-0.076327398,0.999325097,0.49426499,0.241807848,-0.316557556,0.999750912,0.571844935,0.294620126,-0.164165109,0.999602199,0.558274627,0.29493314,-0.233104944,0.999807894,0.526358664,0.428617805,0.077504903,0.996683836,0.431821883,0.4451994,-0.394973278,0.999723256,0.48618412,0.699570954,0.246603638,0.408390522,0.362320602,0.728924453,-0.41001153,0.960912287,0.512379408,0.864456892,0.266110599,0.513018489,0.429083198,0.959441304,-0.341190547,0.920108259,0.517362177,0.910501719,0.255948603,0.489980489,0.445495367,1.050559759,-0.390027493,0.876967788,0.519743145,0.905162752,0.223636746,0.49363032,0.463493675,1.022968531,-0.384580463,0.880583286,0.512870133,0.891768813,0.249263212,0.499007434,0.464591086,0.994533122,-0.339897633,0.880544126,0.505316556,0.900907278,0.136550173,0.955023289,0.464182198,0.909626067,-0.136003539,0.983114243,0.534328341,1.169235587,0.322521687,0.450505525,0.486002684,1.240094662,0.019607123,0.740042627,0.527388453,1.441913486,0.542252958,0.195909679,0.476515293,1.521133304,0.182857722,0.367784381,0.509037614,1.494009852,0.556236386,0.236179888,0.446406662,1.567698002,0.195826083,0.368798405,0.603393853,1.513997674,0.507495403,0.210108772,0.579751611,1.604751587,0.06691052,0.244363606
jumping,0.599728227,0.337575912,-0.231914371,0.999554336,0.593105197,0.302603126,-0.252929181,0.999381721,0.594931722,0.301821887,-0.252680928,0.999302804,0.596449256,0.301040232,-0.252956092,0.999180198,0.578044057,0.303848118,-0.300074041,0.999595881,0.568435848,0.304908603,-0.299460381,0.999611676,0.556872427,0.30696106,-0.299650818,0.999612212,0.571261287,0.311915338,-0.141016498,0.999366164,0.517014086,0.326019108,-0.351492405,0.999772489,0.599006534,0.374722898,-0.217793867,0.99962604,0.582475483,0.376716524,-0.279744744,0.999822915,0.549437702,0.491725266,0.04474888,0.996544063,0.457093865,0.524354577,-0.398906648,0.99974072,0.507141232,0.730788469,0.176290303,0.376243502,0.408320367,0.791588008,-0.371011436,0.96434319,0.522407651,0.886939049,0.164703548,0.476506472,0.469365925,0.9720155,-0.25820154,0.92320478,0.524854243,0.939528704,0.154279143,0.457503408,0.472021341,1.030476809,-0.287471682,0.880921066,0.536197305,0.929054558,0.123646036,0.461531609,0.499440193,1.015235305,-0.29441309,0.884873569,0.529043317,0.911348641,0.147371858,0.467054516,0.497345865,0.988796651,-0.257950723,0.885308504,0.516630411,0.94113034,0.133260861,0.947762251,0.462800801,0.957465887,-0.132762998,0.979159534,0.538929462,1.229539156,0.3133488,0.45873788,0.478273869,1.294926524,0.030644488,0.752663672,0.547736168,1.496170282,0.550606668,0.199986964,0.485341698,1.571487904,0.195779204,0.378281802,0.534098089,1.548354387,0.567175984,0.243021026,0.456062078,1.623515248,0.206838995,0.390218526,0.616929173,1.565445423,0.505065203,0.222435892,0.582552969,1.640080571,0.059255354,0.258903146
jumping,0.611701131,0.347700238,-0.287091792,0.999502838,0.605416238,0.308259815,-0.276749998,0.999283612,0.605187416,0.305662066,-0.276786894,0.999246001,0.604716003,0.302848965,-0.276915997,0.999087632,0.597126961,0.311519176,-0.328333944,0.999539495,0.590831816,0.311617702,-0.32841143,0.999585152,0.58358252,0.311868012,-0.328608602,0.999576092,0.577993929,0.306819767,-0.158087194,0.999337137,0.546719193,0.322234601,-0.37501061,0.999772668,0.603911579,0.377987474,-0.239256054,0.99959743,0.594136953,0.38144055,-0.305140078,0.999817848,0.554899812,0.454904556,0.038978748,0.996470153,0.485697985,0.509123385,-0.443061352,0.999756277,0.522468328,0.678903162,0.154996082,0.359765023,0.430401951,0.779731035,-0.450480223,0.967582703,0.548746943,0.824329495,0.158678934,0.454088449,0.507729173,0.961873651,-0.386038691,0.928225458,0.554621637,0.864573479,0.147765011,0.43793878,0.515358746,1.020349145,-0.42519775,0.88762027,0.537751853,0.868297756,0.114556506,0.442493409,0.538632989,1.013060689,-0.438951492,0.891313434,0.526908278,0.844127655,0.142271519,0.449369937,0.535081863,0.986494839,-0.388220519,0.891081929,0.5198915,0.915006816,0.133239865,0.934461534,0.486837089,0.923523903,-0.132767558,0.97632134,0.540320635,1.180369616,0.303681165,0.438164175,0.487965107,1.252923846,0.016997928,0.758659065,0.539163709,1.446882486,0.532607138,0.191750318,0.482762516,1.535795569,0.175071403,0.395775139,0.522683024,1.497462869,0.547627032,0.240181044,0.45435673,1.587280869,0.186028212,0.41507265,0.603549898,1.510506988,0.484748662,0.220021859,0.572238743,1.595740199,0.048740931,0.268327951
jumping,0.626321971,0.314679533,-0.318614751,0.999489427,0.619594693,0.285056263,-0.301834047,0.999245942,0.61989224,0.282658458,-0.301869214,0.999211967,0.619855523,0.279794216,-0.301983297,0.99904263,0.609021068,0.284879893,-0.349840969,0.999516606,0.601414144,0.28371799,-0.349942625,0.999574602,0.592649043,0.281790763,-0.350117594,0.999569476,0.593591094,0.282362401,-0.178427607,0.999299824,0.551190197,0.291924983,-0.389527708,0.999780238,0.619830251,0.344843209,-0.261963069,0.999586225,0.607585311,0.342862248,-0.323676944,0.999820948,0.575935781,0.428206056,0.03122044,0.996065378,0.500290155,0.454835504,-0.465387821,0.99977392,0.544985294,0.639646232,0.179426715,0.331106573,0.45049125,0.720139444,-0.467856824,0.970568359,0.572813332,0.77513659,0.220999286,0.419350237,0.504769266,0.913657367,-0.421393961,0.93325603,0.5794487,0.819696546,0.218451694,0.406752378,0.506382823,0.978931725,-0.457159191,0.894205689,0.55889827,0.816366196,0.182268694,0.411599308,0.531650722,0.967349648,-0.467953861,0.897601902,0.576144993,0.798548102,0.202934712,0.419225484,0.531861186,0.942393064,-0.421752065,0.897298932,0.537209392,0.904172003,0.131582007,0.935211539,0.497861534,0.899847865,-0.131115243,0.977073908,0.540050864,1.047334552,0.270816088,0.42293945,0.500043511,1.22810185,-0.015844762,0.759810984,0.540128112,1.408606291,0.466254562,0.183145776,0.478535712,1.505176306,0.124038458,0.384404659,0.520067096,1.454412222,0.47712779,0.236445054,0.446683705,1.567759156,0.133864373,0.41072005,0.608569324,1.465896845,0.410657406,0.208611265,0.572820365,1.566147089,-0.00634713,0.259902209
jumping,0.644166112,0.196742564,-0.306867719,0.999464393,0.640974402,0.163319305,-0.290709436,0.999186337,0.64163512,0.163137674,-0.290803581,0.999150217,0.642085433,0.162726372,-0.290953368,0.998980641,0.629470229,0.160195574,-0.332761079,0.999463499,0.621315598,0.158121005,-0.332751274,0.999535441,0.612113655,0.155615628,-0.332855761,0.999538064,0.61066556,0.166519791,-0.167383805,0.999231637,0.572685182,0.165883407,-0.354945987,0.999778807,0.636617303,0.228184834,-0.251557708,0.999579608,0.623229384,0.225116685,-0.305470526,0.999821365,0.589805007,0.314756006,0.031954046,0.99592489,0.516162097,0.335913062,-0.45309177,0.999788523,0.560561121,0.567462564,0.168149456,0.304605037,0.47114253,0.619523823,-0.447127163,0.973042309,0.586428225,0.745787084,0.184509918,0.385665447,0.519954264,0.843863785,-0.378739804,0.93619287,0.578004777,0.785179734,0.172508091,0.375914812,0.517156541,0.916704178,-0.428217232,0.897645116,0.595128417,0.796978295,0.140128672,0.380906969,0.540673852,0.910803854,-0.441075563,0.901006877,0.587916017,0.777897,0.166294694,0.389240623,0.542842746,0.885304213,-0.382891864,0.901172221,0.547869921,0.794745147,0.130578503,0.938595474,0.512174964,0.789876938,-0.130084544,0.978396654,0.541410744,0.97665906,0.282049,0.420001686,0.503938198,1.019306302,0.004050319,0.76758939,0.539875031,1.288899183,0.508938193,0.179593295,0.480147034,1.352288127,0.173396066,0.377438009,0.518133342,1.337614059,0.522368491,0.238617614,0.446409315,1.396344781,0.187387824,0.408437908,0.616757512,1.358323455,0.463561118,0.199742854,0.58023113,1.444066882,0.056543063,0.253579021
